course_name,instructor,course_description,avg_rating,reviews_count,course_hours,lectures_count,level,price_after_discount,main_price,Bestseller,student_count,
The Complete Ruby on Rails Developer Course,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",Learn to make innovative web apps with Ruby on Rails and unleash your creativity,4.6,14544,48,432,All,270,1300,Yes,92370,
"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",Jonas Schmedtmann,"Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments & more)",4.7,14522,42,229,All,350,1700,Yes,87377,
Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Edward Viaene,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",4.2,14301,4.5,52,All,230,270,No,71772,
Node with React: Fullstack Web Development,Stephen Grider,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",4.7,14230,26,214,All,320,1400,No,82459,
MasterClass Software Testing with Jira & Agile -Be a QA Lead,Rahul Shetty,2022 BEST job oriented Software Manual Testing course on real time Project+Interview ques+Resume Prep+ Lifetime Support,4.5,14207,10.5,78,All,320,1400,Yes,63829,
Docker Crash Course for busy DevOps and Developers,"Tao W., Level Up, James Lee",Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,4.3,13996,3,49,All,270,780,No,63424,
Java Programming: Complete Beginner to Advanced,CodeIn Academy,Become a Computer Programmer by Learning Core Java Skills,4.2,13879,7,48,Beginner,270,680,No,522455,
Taming Big Data with Apache Spark and Python - Hands On!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,4.5,13841,7,66,All,230,270,Yes,82468,
The Coding Interview Bootcamp: Algorithms + Data Structures,Stephen Grider,Ace your next Javascript coding interview by mastering data structures and algorithms.,4.6,13793,13,137,All,320,650,No,91650,
Docker & Kubernetes: The Practical Guide [2023 Edition],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Learn Docker, Docker Compose, Multi-Container Projects, Deployment and all about Kubernetes from the ground up!",4.7,13791,23.5,260,All,270,1400,Yes,95957,
iOS 10 & Swift 3: From Beginner to Paid Professional™,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",The most comprehensive course on iOS development - become a master of app development,4.7,13670,71,251,All,230,1200,No,90181,
Ultimate Web Designer & Web Developer Course,Brad Hussey,Become a Full-Stack Web Designer in 2022 - Learn Everything from Web Design Fundamentals to Front-End Web Development,4.5,13612,35,263,All,320,1700,Yes,78452,
Bash Scripting and Shell Programming (Linux Command Line),Jason Cannon,"Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!",4.4,13577,2.5,34,All,270,1300,Yes,72317,
Data Structures and Algorithms:  Deep Dive Using Java,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy","Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",4.5,13388,16,116,Intermediate,270,720,Yes,84388,
The Complete Front-End Web Development Course,"Joseph Delgadillo, Nick Germaine","Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",4.2,13312,17,126,All,270,1300,No,424572,
"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",Ricardo Andre Gonzalez Gomez,"Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more!",4.4,13306,10.5,165,All,350,750,Yes,104901,
Microservices with Node JS and React,Stephen Grider,"Build, deploy, and scale an E-Commerce app using Microservices built with Node, React, Docker and Kubernetes",4.8,13152,54.5,660,All,320,1400,Yes,90089,
Complete Machine Learning & Data Science Bootcamp 2023,"Andrei Neagoie, Daniel Bourke, Zero To Mastery","Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!",4.6,12909,44,378,All,270,1300,No,77444,
Learn DevOps: Infrastructure Automation With Terraform,Edward Viaene,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",4.5,12902,11.5,120,Beginner,320,420,Yes,84999,
Learn JMETER from Scratch on Live Apps -Performance Testing,Rahul Shetty,Top class Jmeter lectures explaining Load testing with real time examples including material and query support,4.5,12654,8.5,49,All,320,1600,Yes,63723,
ES6 Javascript: The Complete Developer's Guide,Stephen Grider,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,4.6,12592,6.5,70,Beginner,320,620,No,53255,
The Modern JavaScript Bootcamp,Andrew Mead,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",4.7,12590,29.5,155,All,350,630,No,49445,
The Agile Samurai Bootcamp,Jonathan Rasmusson,"Everything you need to setup, execute, and successfully deliver your own Agile project.",4.5,12404,3,34,All,320,1600,Yes,41409,
The Git & Github Bootcamp,Colt Steele,"Master the essentials and the tricky bits: rebasing, squashing, stashing, reflogs, blobs, trees, & more!",4.8,12350,17,187,Beginner,270,850,Yes,77041,
AWS Serverless APIs & Apps - A Complete Introduction,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",4.6,12277,8,142,All,320,820,Yes,79453,
Introduction to Machine Learning for Data Science,David Valentine,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.",4.4,12209,5.5,62,Beginner,230,1200,No,57123,
NLP - Natural Language Processing with Python,Jose Portilla,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",4.6,12132,11.5,80,Intermediate,320,1400,No,62289,
Master Java Web Services and REST API with Spring Boot,in28Minutes Official,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,4.5,12118,12,132,All,270,1400,No,67949,
Entity Framework in Depth: The Complete Guide,Mosh Hamedani,Connect your applications to a SQL Server database,4.5,12088,6.5,79,Intermediate,350,720,Yes,56496,
Build Websites from Scratch with HTML & CSS,"Brad Hussey, Code College",Learn Web Development Essentials and Become a Web Developer From Scratch in this Complete HTML & CSS Beginner's Course,4.6,12048,8.5,81,Beginner,270,820,No,86552,
Selenium Webdriver with PYTHON from Scratch + Frameworks,Rahul Shetty,Version 4 LATEST - Learn Python Programming & Selenium Python Automation from Basics to Advanced level + 5 LIVE Project,4.6,11927,17,121,All,270,1300,Yes,60602,
PHP with Laravel for beginners - Become a Master in Laravel,"Edwin Diaz, Coding Faculty Solutions",Learn to master Laravel to make advanced applications like the real CMS app we build on this course,4.4,11816,43,409,All,320,850,Yes,51557,
JavaScript: The Advanced Concepts (2023 Update),"Andrei Neagoie, Zero To Mastery",Learn modern advanced JavaScript practices and be in the top 10% of JavaScript developers,4.7,11760,25.5,229,All,320,1400,No,62956,
Postman: The Complete Guide - REST API Testing,"Valentin Despa, Valentin Despa (Support)","Postman API testing for manual and automated tests. Automate with Newman, Jenkins or any other CI tool.",4.6,11756,15,162,All,200,230,Yes,69692,
Scala & Functional Programming Essentials | Rock the JVM,Daniel Ciocîrlan,"Become a Scala programmer and get the skills you need to work with Spark, Akka, and any Scala framework!",4.7,11700,11.5,40,Intermediate,270,320,Yes,50211,
Learn to Code in Python 3: Programming beginner to advanced,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha","Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",4.5,11661,5.5,45,Beginner,320,650,No,259566,
"Beginner Full Stack Web Development: HTML, CSS, React & Node","Mark Wahlbeck, Devslopes by Mark Wahlbeck","Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",4.5,11526,31.5,168,Beginner,270,1300,No,118039,
"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","TetraNoodle Team, Manuj Aggarwal","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",4.2,11512,3.5,30,All,320,1400,No,43350,
"GitLab CI: Pipelines, CI/CD and DevOps for Beginners","Valentin Despa, Valentin Despa (Support)",Learn GitLab CI / CD with Docker & DevOps: obtain valuable DevOps skills. Build pipelines.,4.6,11439,5.5,81,Intermediate,270,420,Yes,64141,
Core Java Made Easy (Covers the latest Java 17),Bharath Thippireddy,Master java in quick and simple steps,4.4,11406,27.5,537,All,270,420,No,62405,
Programming with Python : HandsOn Introduction for Beginners,Febin George,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,4.4,11330,3.5,35,Beginner,270,1300,No,152976,
Node.js: The Complete Guide to Build RESTful APIs (2018),Mosh Hamedani,"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",4.8,11316,15,224,Intermediate,320,1400,No,47555,
Data Science: Natural Language Processing (NLP) in Python,Lazy Programmer Inc.,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis.",4.6,11204,12,88,All,320,1600,No,42975,
SOLID Principles: Introducing Software Architecture & Design,Sujith George,Gain mastery over SOLID Principles and write clean and well-designed code in Object Oriented Languages like Java etc.,4.6,11179,2,28,Beginner,200,230,Yes,40900,
Unreal Engine 4: How to Develop Your First Two Games,"Christopher Murphy, Epic Games","Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",4.4,10915,15.5,85,Beginner,320,1600,No,62660,
"Python for Data Structures, Algorithms, and Interviews!",Jose Portilla,Get a kick start on your career and ace your coding interviews!,4.5,10909,17,228,Intermediate,270,1300,No,76497,
The Complete iOS 10 & Swift 3 Developer Course,"Rob Percival, Codestars • over 2 million students worldwide!","Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",4.6,10827,30,223,All,320,1400,No,62788,
AWS CloudFormation Master Class v2 [2022],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,4.7,10792,7,113,All,270,800,Yes,51919,
Advanced React and Redux,Stephen Grider,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",4.4,10733,21,240,Intermediate,350,820,No,82251,
Learn Spring Boot in 100 Steps - No 1 Java Framework,in28Minutes Official,"Java Spring Boot Framework in 100 steps - Build a REST API and a Web application with Java, JPA, SpringBoot and Maven",4.5,10650,15.5,157,All,270,1300,No,71405,
The Modern Javascript Bootcamp Course (2022),"Colt Steele, Stephen Grider",The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,4.7,10540,52,483,All,350,1700,No,57794,
"JSP, Servlets and JDBC for Beginners: Build a Database App",Chad Darby,JSP: Covers JSP 2.3 and Servlets 3.1 - Most Popular JSP/Servlet course,4.6,10485,9,118,All,270,1400,Yes,47614,
Complete UiPath RPA Developer Course: Build 7 Robots,Leon Petrou,Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced.,4.6,10461,32.5,398,All,270,1400,Yes,41942,
Typescript: The Complete Developer's Guide,Stephen Grider,Master Typescript by learning popular design patterns and building complex projects.  Includes React and Express!,4.7,10422,24.5,284,All,320,1600,No,61895,
Android Java Masterclass - Become an App Developer,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",Improve your career options by learning Android app Development. Master Android Studio and build your first app today,4.5,10263,60.5,323,All,270,720,No,67801,
Pre-Programming: Everything you need to know before you code,Evan Kimbrell,Increase your chance of success learning to code and communicating with other developers,4.7,10229,6.5,87,Beginner,320,780,No,116463,
Progressive Web Apps (PWA) - The Complete Guide,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Build a Progressive Web App (PWA) that feels like an iOS & Android App, using Device Camera, Push Notifications and more",4.6,10205,16,208,All,270,850,Yes,59273,
RPG Core Combat Creator: Learn Intermediate Unity C# Coding,"Ben Tristem, Rick Davidson, Sam Pattuzzi, GameDev.tv Team",Build Combat for Role Playing Game (RPG) in Unity. Tutorials Cover Code Architecture & Video Game Design.,4.8,10161,27.5,189,Intermediate,270,1300,No,97911,
"The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""","Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",A Comprehensive Guide to Make You a Job-Ready PL/SQL Developer.Also Covers Oracle 1Z0-144 and 1Z0-149 PL SQL Exam Topics,4.4,10144,26,202,All,350,1700,Yes,53760,
Statistics for Business Analytics and Data Science A-Z™,"Kirill Eremenko, Ligency I Team, Ligency Team","Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",4.5,10130,6,42,All,320,1700,No,56841,
C++: From Beginner to Expert,Arkadiusz Włodarczyk,Designed for people who don't have any knowledge about the programming and want to program in C++,4.3,10065,17.5,95,All,270,1200,No,49512,
Practice Java by Building Projects,Tim Short,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,4.2,9963,3.5,39,All,200,230,No,117515,
GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Jason Taylor,"Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning",4.5,9878,6.5,152,All,270,720,No,57148,
2022 Python for Machine Learning & Data Science Masterclass,Jose Portilla,"Learn about Data Science and Machine Learning with Python! Including Numpy, Pandas, Matplotlib, Scikit-Learn and more!",4.7,9855,44,231,All,270,1300,No,76171,
